brand_name,suburb,state,easy_weddings_rating,easy_weddings_review_count,easy_weddings_price_from,easy_weddings_profile_url,is_destination_specialist,ew_page
Joanne Armstrong - Authorised Marriage Celebrant,Witchcliffe,Western Australia,4.97,37,,https://www.easyweddings.com.au/MarriageCelebrant/MargaretRiver/WildHeartCelebrationsJoanneArmstrong/,False,12
Marie Pentland Civil Celebrant,Caulfield,Victoria,4.83,6,,https://www.easyweddings.com.au/MarriageCelebrant/Mornington/MariePentlandCivilCelebrant/,False,12
Nick John Costa - Celebrant & Entertainer,Geographe,Western Australia,0.0,0,,https://www.easyweddings.com.au/MarriageCelebrant/MargaretRiver/NickJohnCostaCelebrantAndEntertainer/,False,12
Heart and Soul Celebrant,Bass,Victoria,5.0,1,,https://www.easyweddings.com.au/MarriageCelebrant/Mornington/HeartandSoulCelebrant/,False,12
Announced by Ali,Lakes Entrance / Gippsland,Victoria,5.0,3,$800,https://www.easyweddings.com.au/MarriageCelebrant/LakesEntrance/AnnouncedbyAli/,True,12
Celebrant Sally Hayes,Belmont,Victoria,5.0,11,,https://www.easyweddings.com.au/MarriageCelebrant/Geelong/CelebrantSallyHayes/,False,12
Well Aisle Be,Albury / Wodonga,Victoria,5.0,1,$1000,https://www.easyweddings.com.au/MarriageCelebrant/WodongaAlbury/WellAisleBe/,False,12
Michelle Stewart Celebrant,Frenchville,Queensland,0.0,0,,https://www.easyweddings.com.au/MarriageCelebrant/Rockhampton/MichelleStewartCelebrant/,True,12
Boutique Celebrant Services,Sunshine Coast / Noosa,Queensland,5.0,13,$950,https://www.easyweddings.com.au/MarriageCelebrant/SunshineCoast/BoutiqueCelebrantServices/,True,12
Married By Mandi,Termeil,New South Wales,5.0,1,$750,https://www.easyweddings.com.au/MarriageCelebrant/Wollongong/MarriedByMandi/,False,12
The Wedding Woman,Ballarat / Bendigo / Grampians,Victoria,5.0,2,,https://www.easyweddings.com.au/MarriageCelebrant/Ballarat/TheWeddingWoman/,True,12
Daniel Harrison Celebrant,Mornington Peninsula,Victoria,5.0,4,$800,https://www.easyweddings.com.au/MarriageCelebrant/Mornington/DanielHarrisonCelebrant/,False,12
Samantha Jayne Celebrant,Highfields,Queensland,0.0,0,$950,https://www.easyweddings.com.au/MarriageCelebrant/CountryQLD/SamanthaJayneCelebrant/,False,12
Vows and Verses,Gold Coast / Tweed Heads,New South Wales,5.0,2,,https://www.easyweddings.com.au/MarriageCelebrant/GoldCoast/VowsandVerses/,False,12
Ceremonies By Gracie,Mornington,Victoria,0.0,0,$775,https://www.easyweddings.com.au/MarriageCelebrant/Mornington/CeremoniesByGracie/,False,12
Sarah Oluk,Oatley,New South Wales,5.0,9,,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/SarahOluk/,False,12
Ceremonies by Cath - Catherine Flavell,Wattle Grove,New South Wales,4.98,174,,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/CeremoniesbyCathCatherineFlavell/,False,12
Sharon Byrne,Ballarat,Victoria,5.0,102,,https://www.easyweddings.com.au/MarriageCelebrant/Daylesford/SharonByrne/,False,12
Heart 2 Heart CMC - Simone Lewis-Cocks,Quakers Hill,New South Wales,5.0,41,$850,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/Heart2HeartMarriageCelebrantSimoneLewisCocks/,False,12
Janine Gilland - Civil Marriage Celebrant,Willaston,South Australia,4.94,51,,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/JanineGillandCivilMarriageCelebrant/,False,12
Melissa Soncini,Surry Hills,New South Wales,4.99,73,,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/MelissaSoncini/,False,12
Jane Silich,Wandi,Western Australia,4.99,136,$500,https://www.easyweddings.com.au/MarriageCelebrant/Perth/JaneSilich/,False,12
All You Need Is Love - Mark Doggett,Richmond,Victoria,4.99,89,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/AllYouNeedIsLoveMarkDoggett/,False,12
Adrian Downey NSW Celebrant,Stanhope Gardens,New South Wales,5.0,26,$500,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/AdrianDowneyNSWCelebrant/,False,12
Camille Abbott Adelaide Celebrant,Oaklands Park,South Australia,5.0,72,$1750,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/CamilleAbbottMarriageCelebrant/,False,12
Erin Rollason,Mitcham,Victoria,4.97,116,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/ErinRollason/,False,12
Lovelly Weddings - Lynn Lovell Celebrant,Magill,South Australia,5.0,8,$650,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/LovellyWeddings/,False,12
Celebration Services - Penny Hartelt,Boronia,Victoria,4.93,27,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/CelebrationServicesPennyHartelt/,False,13
Steph Slater Celebrant,Wanniassa,Australian Capital Territory,5.0,46,,https://www.easyweddings.com.au/MarriageCelebrant/Canberra/StephSlaterCelebrant/,False,13
Rita O\'Reilly Divine Celebrancy,Sydney,New South Wales,4.98,126,$995,https://www.easyweddings.com.au/MarriageCelebrant/SouthernHighlands/RitaOReillyDivineCelebrancy/,False,13
Debra Holder | Celebrating Your Life,Richmond,Victoria,4.98,58,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/CelebratingYourLifeDebraHolder/,False,13
Tracey O\'connor - Celebrant & MC,Croydon South,Victoria,4.98,48,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/TraceyOConnorCivilMarriageCelebrant/,False,13
Ceremonies Just for You - Gillian Potter Civil Celebrant,Fullarton,South Australia,5.0,36,,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/CeremoniesJustforYouGillianPotterCivilCelebrant/,False,13
Prestige Celebrations,Regional South Australia & Adelaide,,0.0,0,,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/PrestigeCelebrations/,False,13
Shantal Crow- Loving Celebrations,Endeavour Hills,Victoria,5.0,6,$700,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/ShantalCrowLovingCelebrations/,False,13
Therese Camm - Marriage Celebrant,Port Melbourne,Victoria,0.0,0,$800,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/ThereseCammMarriageCelebrant/,False,13
Martin Bramble,Alexandria,New South Wales,5.0,12,,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/MartinBramble/,False,13
Luke Firth Celebrant,Highgate,Western Australia,4.98,49,$1875,https://www.easyweddings.com.au/MarriageCelebrant/Perth/LukeFirthCelebrant/,False,13
Victoria White - White Weddings Redcliffe,Scarborough,Queensland,5.0,11,$695,https://www.easyweddings.com.au/MarriageCelebrant/Brisbane/WhiteWeddings/,False,13
Sandra Hill,CLEVELAND,Queensland,5.0,61,$690,https://www.easyweddings.com.au/MarriageCelebrant/Brisbane/SandraHillMarriageCelebrant/,False,13
Chris McCafferty - Celebrants Perth,Mullaloo,Western Australia,5.0,6,$900,https://www.easyweddings.com.au/MarriageCelebrant/Perth/ChrisMcCaffertyCelebrantsPerth/,False,13
MnM Weddings,Coodanup,Western Australia,5.0,50,,https://www.easyweddings.com.au/MarriageCelebrant/Perth/MimFitze/,False,13
I Kidd You Knot- Laura Kidd Marriage Celebrant,Stafford Heights,Queensland,4.99,70,$1975,https://www.easyweddings.com.au/MarriageCelebrant/Brisbane/IKiddYouKnotLauraKiddMarriageCelebrant/,False,13
Marriage Celebrant Above and Beyond,Mount Barker,South Australia,4.95,21,$700,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/JanNiehus/,False,13
Jennifer Cross Civil Celebrant,Goolwa North,South Australia,5.0,27,$850,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/JenniferCrossCivilCelebrant/,False,13
Christine Castle Marriage Celebrant,Dingley Village,Victoria,5.0,14,$845,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/ChristineCastleCivilCelebrant/,False,13
Lisa Jones Marriage Celebrant,Melville,Western Australia,5.0,32,$700,https://www.easyweddings.com.au/MarriageCelebrant/Perth/LisaJonesMarriageCelebrant/,False,13
Gary Wilson Celebrant & MC,Brisbane,Queensland,5.0,6,$900,https://www.easyweddings.com.au/MarriageCelebrant/Brisbane/GaryWilsonCelebrantAndMC/,False,13
Crowley The Celebrant,Northmead,New South Wales,4.96,28,,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/CrowleyTheCelebrant/,False,13
Nathalie Brewer - Alternative Celebrant,Northcote,Victoria,5.0,2,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/UntameYourVoice/,False,13
Iain Luck Celebrant Services,Melbourne,Victoria,5.0,21,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/IainLuckCelebrantServices/,False,13
Sema Keles Marriage Celebrant,Sydney & Surrounds,New South Wales,5.0,30,,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/SemaKelesMarriageCelebrant/,False,13
Lena Saunig Marriage Celebrant ~ Loving Love,Alexandria,New South Wales,5.0,16,$960,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/Lovinglove/,False,13
Married by Andy - Celebrant & MC,Zetland,New South Wales,5.0,98,,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/MarriedbyAndy/,False,13
Annette Carone - Beautiful & Unique,Perth,Western Australia,5.0,71,,https://www.easyweddings.com.au/MarriageCelebrant/Perth/AnnetteCaroneBeautifulAndUnique/,False,13
Forever by Forbes,Canberra,Australian Capital Territory,5.0,5,,https://www.easyweddings.com.au/MarriageCelebrant/Canberra/ForeverbyForbes/,False,13
Annie The Celebrant,Perth,Western Australia,5.0,8,$1500,https://www.easyweddings.com.au/MarriageCelebrant/Perth/AnnieTheCelebrant/,False,13
Teresa Carlson - Celebrancy for all Occasions,Echuca,Victoria,0.0,0,$700,https://www.easyweddings.com.au/MarriageCelebrant/Shepparton/TeresaCarlsonCelebrancyforallOccasions/,True,14
Pam Green Weddings,Melbourne,Victoria,5.0,84,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/PamGreenWeddings/,False,14
Joelie Bird,Glynde,South Australia,5.0,22,$2000,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/JoelieBirdCivilCelebrant/,False,14
Ray Galea Marriage Celebrant - Celebrant With Wings,Kallaroo,Western Australia,4.98,62,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/RaymondGaleaCivilCelebrantCelebrantWithWings/,False,14
Robert Cross Marriage Celebrant,Perth,Western Australia,5.0,75,$1100,https://www.easyweddings.com.au/MarriageCelebrant/Perth/RobertCrossMarriageCelebrant/,False,14
Jackie The Celebrant,Forster,New South Wales,5.0,48,$750,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/JacquelineQuatermassCelebrant/,True,14
Sabina\'s Ceremonies - Sabina Turner,TURRAMURRA,New South Wales,5.0,26,$950,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/SabinasCeremonies/,False,14
Jenny Chiu Weddings - Multicultural Weddings Specialist,Alphington,Victoria,5.0,10,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/JennyChiuBilingualWeddingPlanning/,False,14
Sam Lavery : The Celebrant,Melbourne,Victoria,5.0,132,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/SamLaveryCelebrant/,False,14
Margaret Bates Marriage Celebrant,South Yarra,Victoria,5.0,74,$590,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/MargaretBatesMarriageCelebrant/,False,14
Sarah Parker,Hobart,Tasmania,5.0,16,$685,https://www.easyweddings.com.au/MarriageCelebrant/Hobart/SarahParker/,False,14
Josh Connelly Civil Celebrant,Croydon,Victoria,5.0,17,$950,https://www.easyweddings.com.au/MarriageCelebrant/Mornington/JoshConnellyCivilCelebrant/,False,14
Karen Farrow Civil Celebrant,Adelaide/riverland region,South Australia,5.0,3,,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/KarenFarrowCivilCelebrant/,False,14
Jeremy Hodson Celebrant & MC,Sydney,New South Wales,5.0,94,$800,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/JeremyHodsonCelebrant/,False,14
Christian Celebrant Sonia Thomas,ESSENDON FIELDS,Victoria,5.0,81,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/WeddingCelebrantSoniaThomas/,False,14
Celebrate with Deb,Victor Harbor,South Australia,5.0,29,$850,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/CelebratewithDeb/,False,14
Ceremonies by Dina,Terrigal,New South Wales,4.95,22,$850,https://www.easyweddings.com.au/MarriageCelebrant/CentralCoast/CeremoniesbyDina/,False,14
Mitchell Coulthard - Celebrant,Hackham West,South Australia,5.0,1,$650,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/MitchellCoulthardCelebrant/,False,14
Fiona Winwood Marriage Celebrant,Brighton,South Australia,5.0,57,,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/FionaWinwoodCivilCelebrant/,False,14
Celebrant Kiki,Canberra,Australian Capital Territory,5.0,31,$750,https://www.easyweddings.com.au/MarriageCelebrant/Canberra/CelebrantKiki/,False,14
Marry Me Jim,Mitchelton,Queensland,0.0,0,$500,https://www.easyweddings.com.au/MarriageCelebrant/Brisbane/MarryMeJim/,False,14
Susanna Jose  Ceremonies,Ngunnawal,Australian Capital Territory,5.0,13,,https://www.easyweddings.com.au/MarriageCelebrant/Canberra/SusannaJoseCeremonies/,False,14
Charles Koker Celebrant,Bonner,Australian Capital Territory,5.0,2,$600,https://www.easyweddings.com.au/MarriageCelebrant/Canberra/CharlesKokerCelebrant/,False,14
Justin Crane Celebrant,Melbourne,Victoria,4.94,16,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/JustinCraneCelebrant/,True,14
Sally Dashwood Celebrant,Killara,New South Wales,5.0,4,$850,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/SallyDashwoodCelebrant/,False,14
Sam The Celebrant,Wallsend,New South Wales,5.0,3,,https://www.easyweddings.com.au/MarriageCelebrant/HunterValley/SamanthaGrabdaMarriageCelebrant/,False,14
April M - Marriage Celebrant,Bibra Lake,Western Australia,5.0,22,$1000,https://www.easyweddings.com.au/MarriageCelebrant/Perth/AprilMMarriageCelebrant/,False,14
Memories with Kristy,Mona Vale,New South Wales,5.0,34,$1100,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/MemorieswithKristy/,False,14
Sandra Fay Celebrant,Glenorie,New South Wales,5.0,8,$500,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/SandraFayCelebrant/,False,14
Melissa Price | Celebrant + MC,Nundah,Queensland,5.0,68,$850,https://www.easyweddings.com.au/MarriageCelebrant/Brisbane/MelissaPriceMPMAndCo/,False,14
Chris White Celebrant,Canberra,Australian Capital Territory,5.0,69,,https://www.easyweddings.com.au/MarriageCelebrant/Canberra/ChrisWhiteCelebrant/,False,15
Arrivals Marriages Departures,Camden,New South Wales,5.0,11,$950,https://www.easyweddings.com.au/MarriageCelebrant/Wollongong/ArrivalsMarriagesDepartures/,True,15
Amanda Louise,Mitcham,South Australia,5.0,13,$950,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/AmandaLouise/,False,15
Callum Walker Weddings,Turner,Australian Capital Territory,5.0,20,,https://www.easyweddings.com.au/MarriageCelebrant/Canberra/CallumWalkerWeddings/,False,15
Chris Ceremonies,Brunswick West,Victoria,5.0,4,$650,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/ChrisCeremonies/,False,15
John Middleton Celebrant and MC,Henley Beach South,South Australia,5.0,2,$1000,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/JohnMiddletonCelebrant/,False,15
Ashleigh Jade Weddings,Brisbane,Queensland,5.0,25,,https://www.easyweddings.com.au/MarriageCelebrant/Canberra/AshleighJadeWeddingsandEvents/,False,15
Married by Graham Snow,Browns Plains,Queensland,5.0,50,$800,https://www.easyweddings.com.au/MarriageCelebrant/Brisbane/MarriedbyGrahamSnow/,False,15
Zac Ansell Celebrations,South Yarra,Victoria,0.0,0,$800,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/ZacAnsellCelebrations/,True,15
Libby Russell Celebrant,Tocumwal,New South Wales,5.0,4,$800,https://www.easyweddings.com.au/MarriageCelebrant/CountryNSW/LibbyRussellCelebrant/,False,15
La Vie Celebrations,Ellenbrook,Western Australia,5.0,7,$700,https://www.easyweddings.com.au/MarriageCelebrant/Perth/LaVieCelebrations/,False,15
Celebrate with Natasha,Watson,Australian Capital Territory,5.0,3,,https://www.easyweddings.com.au/MarriageCelebrant/Canberra/CelebratewithNatasha/,True,15
Stan by Me Ceremonies,Highett,Victoria,5.0,50,$1250,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/StanbymeCeremonies/,False,15
Emma Chapman Celebrant,Wollstonecraft,New South Wales,5.0,19,,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/EmmaChapmanCelebrant/,False,15
Sarah the Celebrant,Perth,Western Australia,5.0,7,$650,https://www.easyweddings.com.au/MarriageCelebrant/Perth/SarahtheCelebrantPerth/,False,15
Lifetimes Celebrant,Brisbane,Queensland,5.0,3,$725,https://www.easyweddings.com.au/MarriageCelebrant/Brisbane/LifetimesCelebrant/,False,15
Spark Ceremonies,Belair,South Australia,5.0,9,$700,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/SparkCeremonies/,False,15
Al the Celebrant,Sydney,New South Wales,5.0,6,$700,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/AltheCelebrant/,False,15
Dave the Celebrant,Belair,South Australia,5.0,1,,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/DavetheCelebrant/,False,15
Celebrations By Bev,Manly,New South Wales,5.0,41,$650,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/CelebrationsByBev/,True,15
Marriage by Design with Kristy,Port Elliot,South Australia,5.0,7,,https://www.easyweddings.com.au/MarriageCelebrant/Adelaide/KristyWoodMarriageCelebrant/,True,15
Michelle Davis Civil Marriage Celebrant,Langwarrin,Victoria,5.0,30,$1000,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/MichelleDavisCivilMarriageCelebrant/,False,15
Bec Johnson Celebrant,UPPER MAIN ARM,New South Wales,5.0,7,,https://www.easyweddings.com.au/MarriageCelebrant/Lismore/BecJohnsonCelebrant/,True,15
Karl Hand Marriage Celebrant,Sydney,New South Wales,5.0,1,$800,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/KarlHandMarriageCelebrant/,False,15
Ceremonies by Jacqueline,Brisbane,Queensland,5.0,2,$950,https://www.easyweddings.com.au/MarriageCelebrant/Brisbane/CeremoniesbyJacqueline/,True,15
Celia Robbins Celebrant,Sydney,New South Wales,0.0,0,$500,https://www.easyweddings.com.au/MarriageCelebrant/Sydney/CeliaRobbinsCelebrant/,False,15
Celebrant With Ink,Williamstown,Victoria,5.0,4,,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/CelebrantWithInk/,False,15
Ceremonies by Helen,KIRWAN,Queensland,5.0,2,,https://www.easyweddings.com.au/MarriageCelebrant/Cairns/CeremoniesbyHelen/,False,15
Brontë The Celebrant,Melbourne,Victoria,4.95,19,$800,https://www.easyweddings.com.au/MarriageCelebrant/Melbourne/BrontTheCelebrant/,False,15
Officiating Life Journeys,Echuca,Victoria,5.0,4,$1000,https://www.easyweddings.com.au/MarriageCelebrant/Ballarat/OfficiatingLifeJourneys/,False,15
